License Year, Hunting District,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bulls,Cows,Calves,Bow,Rifle,Spike Bull Elk,Less than 6 Points,6 or More Points
2019,690,R,0,0,0,99,35,54,10,24,75,0,3,32
2019,690,SUM,0,0,0,107,36,61,10,25,82,0,3,33
2019,700,N,0,0,0,124,36,84,4,38,86,0,7,29
2019,700,R,0,0,0,369,168,185,15,74,294,0,46,122
2019,700,SUM,0,0,0,493,204,270,19,113,380,0,54,151
2019,701E,N,0,0,0,21,13,8,0,3,18,0,9,4
2019,701E,R,0,0,0,49,37,9,3,6,43,3,15,19
2019,701E,SUM,0,0,0,70,49,17,3,9,61,3,24,23
2019,701W,N,0,0,0,5,0,3,2,0,5,0,0,0
2019,701W,R,0,0,0,18,11,6,0,3,14,3,0,8
2019,701W,SUM,0,0,0,22,11,9,2,3,19,3,0,8
2019,702,N,0,0,0,41,11,27,3,11,31,0,3,8
2019,702,R,0,0,0,148,31,104,12,19,129,9,7,15
2019,702,SUM,0,0,0,189,42,132,15,29,160,9,10,23
2019,703,N,0,0,0,3,3,0,0,0,3,0,3,0
2019,703,R,0,0,0,30,24,6,0,6,24,0,9,15
2019,703,SUM,0,0,0,33,27,6,0,6,27,0,12,15
2019,704,N,0,0,0,97,33,64,0,17,80,9,4,20
2019,704,R,0,0,0,204,89,100,15,47,156,9,12,68
2019,704,SUM,0,0,0,301,122,164,15,65,236,18,16,88
2019,705,N,0,0,0,67,28,39,0,19,48,6,4,18
2019,705,R,0,0,0,99,44,48,6,9,89,3,8,33
2019,705,SUM,0,0,0,166,72,87,6,28,137,9,13,51
2019,7XX,N,0,0,0,2,0,2,0,0,2,0,0,0
2019,7XX,R,0,0,0,9,9,0,0,0,9,0,4,4
2019,7XX,SUM,0,0,0,11,9,2,0,0,11,0,4,4
2019,Reg_1,N,0,0,0,136,131,5,0,48,87,0,74,57
2019,Reg_1,R,0,0,0,674,425,245,4,115,559,0,299,125
2019,Reg_1,SUM,0,0,0,809,556,250,4,163,646,0,373,182
2019,Reg_2,N,0,0,0,523,320,203,0,103,420,3,231,86
2019,Reg_2,R,0,0,0,3019,1399,1542,78,396,2623,8,1013,378
2019,Reg_2,SUM,0,0,0,3542,1719,1744,78,499,3043,11,1244,464
2019,Reg_3,N,0,0,0,2500,1562,900,39,372,2128,17,887,657
2019,Reg_3,R,0,0,0,8433,3681,4411,340,824,7609,241,2058,1383
2019,Reg_3,SUM,0,0,0,10933,5243,5311,379,1196,9737,258,2945,2040
2019,Reg_4,N,0,0,0,1106,626,448,33,273,833,23,248,353
2019,Reg_4,R,0,0,0,4005,1480,2364,161,474,3531,62,538,880
2019,Reg_4,SUM,0,0,0,5112,2106,2812,194,747,4365,85,786,1232
2019,Reg_5,N,0,0,0,747,375,340,32,99,648,28,191,156
2019,Reg_5,R,0,0,0,2249,759,1387,102,226,2023,97,233,425
2019,Reg_5,SUM,0,0,0,2996,1134,1728,134,325,2671,126,424,581
2019,Reg_6,N,0,0,0,112,53,58,0,43,69,2,14,38
2019,Reg_6,R,0,0,0,540,252,268,20,150,390,0,56,197
2019,Reg_6,SUM,0,0,0,651,306,326,20,192,459,2,69,235
2019,Reg_7,N,0,0,0,360,124,228,9,88,272,14,30,79
2019,Reg_7,R,0,0,0,924,414,459,51,166,758,28,102,284
2019,Reg_7,SUM,0,0,0,1284,537,687,60,253,1031,42,132,363
2019,Reg_X,N,19436,0,0,6,3,3,0,0,6,0,3,0
2019,Reg_X,R,91455,0,0,8,2,6,0,0,8,0,0,2
2019,Reg_X,SUM,110891,0,0,13,5,9,0,0,13,0,3,2
2019,State,N,19436,0,0,5489,3192,2185,112,1026,4463,87,1677,1426
2019,State,R,91455,0,0,19850,8412,10681,757,2350,17501,436,4299,3673
2019,State,SUM,110891,0,0,25339,11604,12866,869,3375,21964,523,5976,5099
2019,XXX,N,19436,0,0,6,3,3,0,0,6,0,3,0
2019,XXX,R,91455,0,0,8,2,6,0,0,8,0,0,2
2019,XXX,SUM,110891,0,0,13,5,9,0,0,13,0,3,2
2020,100,N,77,642,8,1,1,0,0,1,0,0,1,0
2020,100,R,1392,14431,10,64,48,16,0,20,45,0,38,10
2020,100,SUM,1469,15073,10,65,49,16,0,21,45,0,39,10
2020,101,N,19,203,11,6,6,0,0,0,6,0,6,0
2020,101,R,1289,11810,9,57,34,24,0,7,50,0,27,7
2020,101,SUM,1308,12014,9,64,40,24,0,7,57,0,33,7
2020,102,N,35,375,11,3,3,0,0,3,0,0,3,0
2020,102,R,1007,9539,10,18,7,7,4,4,14,0,4,4
2020,102,SUM,1042,9914,10,21,10,7,4,7,14,0,7,4
2020,103,N,55,372,7,0,0,0,0,0,0,0,0,0
2020,103,R,1481,12437,8,57,44,13,0,4,53,0,44,0
2020,103,SUM,1536,12809,8,57,44,13,0,4,53,0,44,0
2020,104,N,70,585,8,3,3,0,0,3,0,0,0,3
2020,104,R,887,8323,9,80,66,15,0,18,63,0,49,17
2020,104,SUM,957,8908,9,83,69,15,0,21,63,0,49,20
2020,109,N,11,49,5,0,0,0,0,0,0,0,0,0
2020,109,R,269,2293,9,32,21,11,0,0,32,0,18,4
2020,109,SUM,280,2342,8,32,21,11,0,0,32,0,18,4
2020,110,N,22,153,7,0,0,0,0,0,0,0,0,0
2020,110,R,585,4057,7,31,25,6,0,11,20,0,14,11
2020,110,SUM,607,4210,7,31,25,6,0,11,20,0,14,11
2020,120,N,16,105,7,0,0,0,0,0,0,0,0,0
2020,120,R,968,8091,8,14,14,0,0,7,7,0,14,0
2020,120,SUM,984,8196,8,14,14,0,0,7,7,0,14,0
2020,121,N,280,2284,8,34,34,0,0,3,31,0,25,9
2020,121,R,1725,18039,11,242,115,122,5,20,222,0,87,28
2020,121,SUM,2005,20323,10,276,149,122,5,23,253,0,111,37
2020,122,N,102,649,6,19,12,6,0,19,0,0,3,9
2020,122,R,1316,12596,10,84,60,24,0,18,66,0,39,21
2020,122,SUM,1418,13245,9,102,72,30,0,36,66,0,42,30
2020,123,N,42,499,12,8,6,2,0,6,2,0,3,3
2020,123,R,479,3974,8,48,25,24,0,0,48,0,25,0
2020,123,SUM,520,4473,9,56,31,26,0,6,50,0,28,3
2020,124,N,16,140,9,3,3,0,0,3,0,0,3,0
2020,124,R,219,1477,7,12,4,6,2,4,8,0,0,4
2020,124,SUM,235,1616,7,15,7,6,2,7,8,0,3,4
2020,130,N,41,331,8,0,0,0,0,0,0,0,0,0
2020,130,R,1026,7942,8,26,21,5,0,7,19,0,11,11
2020,130,SUM,1067,8273,8,26,21,5,0,7,19,0,11,11
2020,140,N,43,229,5,6,6,0,0,0,6,0,0,6
2020,140,R,479,3516,7,32,21,11,0,4,28,4,18,0
2020,140,SUM,522,3746,7,38,27,11,0,4,34,4,18,6
2020,141,N,6,108,17,0,0,0,0,0,0,0,0,0
2020,141,R,83,954,12,4,4,0,0,4,0,0,0,4
2020,141,SUM,89,1062,12,4,4,0,0,4,0,0,0,4
2020,150,N,167,1059,6,22,22,0,0,3,19,0,9,12
2020,150,R,204,1330,7,28,25,4,0,0,28,0,0,25
2020,150,SUM,371,2389,6,50,46,4,0,3,47,0,9,37
2020,170,N,13,76,6,3,3,0,0,0,3,0,3,0
2020,170,R,312,2671,9,49,21,28,0,4,46,0,7,14
2020,170,SUM,324,2747,9,52,24,28,0,4,49,0,10,14
2020,1XX,R,79,562,7,4,4,0,0,0,4,0,4,0
2020,1XX,SUM,104,714,7,4,4,0,0,0,4,0,4,0
2020,200,N,45,369,8,6,3,3,0,0,6,0,0,3
2020,200,R,536,4803,9,31,28,3,0,0,31,0,14,14
2020,200,SUM,581,5172,9,37,31,6,0,0,37,0,14,17
2020,201,N,79,573,7,14,3,10,0,5,9,0,3,0
2020,201,R,1354,11309,8,128,67,54,8,25,104,0,53,14
2020,201,SUM,1432,11882,8,142,70,64,8,29,112,0,56,14
2020,202,N,70,521,8,3,3,0,0,3,0,0,0,3
2020,202,R,901,8103,9,77,66,11,0,12,65,0,39,27
2020,202,SUM,970,8624,9,80,69,11,0,15,65,0,39,30
2020,203,N,36,213,6,0,0,0,0,0,0,0,0,0
2020,203,R,956,6450,7,81,48,29,4,7,74,0,34,14
2020,203,SUM,992,6663,7,81,48,29,4,7,74,0,34,14
2020,204,N,34,326,10,3,3,0,0,3,0,0,3,0
2020,204,R,880,6015,7,100,56,40,4,18,82,0,42,14
2020,204,SUM,914,6341,7,103,59,40,4,21,82,0,45,14
2020,210,N,149,1048,7,22,16,6,0,6,16,0,9,6
2020,210,R,1359,9632,7,162,88,68,6,11,152,0,45,43
2020,210,SUM,1507,10680,7,184,104,74,6,17,167,0,54,50
2020,211,N,91,524,6,11,6,5,0,3,8,0,3,3
2020,211,R,673,4930,7,100,57,40,4,14,86,0,36,21
2020,211,SUM,765,5454,7,112,63,45,4,17,95,0,39,24
2020,212,N,120,803,7,16,16,0,0,0,16,0,6,9
2020,212,R,694,4322,6,60,51,10,0,0,60,0,34,16
2020,212,SUM,814,5125,6,76,66,10,0,0,76,0,41,26
2020,213,N,153,1341,9,42,29,11,3,9,34,0,12,16
2020,213,R,1248,9847,8,242,133,105,4,38,204,0,84,49
2020,213,SUM,1401,11188,8,284,161,116,6,46,237,0,96,65
2020,214,N,25,149,6,3,0,3,0,3,0,0,0,0
2020,214,R,275,2479,9,30,23,7,0,11,20,0,14,9
2020,214,SUM,301,2628,9,34,23,10,0,14,20,0,14,9
2020,215,N,277,2021,7,60,40,19,0,22,38,0,16,25
2020,215,R,2012,15749,8,304,186,109,9,30,274,0,127,58
2020,215,SUM,2288,17770,8,363,226,129,9,51,312,0,143,83
2020,216,N,48,434,9,6,6,0,0,0,6,0,3,3
2020,216,R,443,2814,6,64,36,28,0,20,44,0,12,25
2020,216,SUM,490,3248,7,71,42,28,0,20,50,0,15,28
2020,217,N,59,432,7,24,3,21,0,3,21,0,0,3
2020,217,R,466,3662,8,96,44,46,6,8,88,0,9,35
2020,217,SUM,525,4094,8,120,47,67,6,11,109,0,9,38
2020,240,N,51,244,5,22,16,6,0,3,19,0,13,3
2020,240,R,1266,9254,7,267,124,136,7,13,254,0,94,30
2020,240,SUM,1316,9497,7,288,140,142,7,16,272,0,106,33
2020,250,N,22,172,8,3,3,0,0,2,2,0,0,3
2020,250,R,114,1183,10,36,32,4,0,8,28,2,15,15
2020,250,SUM,136,1355,10,39,35,4,0,9,30,2,15,18
2020,260,N,49,306,6,15,13,2,0,6,9,0,0,13
2020,260,R,363,2858,8,49,25,24,0,24,24,2,7,16
2020,260,SUM,413,3164,8,64,38,26,0,31,33,2,7,29
2020,261,N,33,185,6,3,3,0,0,0,3,0,3,0
2020,261,R,517,4257,8,94,66,29,0,17,78,4,48,14
2020,261,SUM,549,4443,8,97,69,29,0,17,81,4,51,14
2020,262,N,40,143,4,14,0,14,0,0,14,0,0,0
2020,262,R,377,2493,7,110,21,82,7,10,100,0,7,14
2020,262,SUM,417,2636,6,124,21,96,7,10,114,0,7,14
2020,270,N,532,4105,8,104,85,19,0,20,84,3,43,39
2020,270,R,2199,19831,9,385,187,192,7,36,350,7,133,48
2020,270,SUM,2731,23936,9,489,272,210,7,56,434,10,175,87
2020,280,N,16,124,8,3,3,0,0,0,3,0,3,0
2020,280,R,165,1073,7,14,14,0,0,3,10,0,4,10
2020,280,SUM,181,1197,7,17,17,0,0,3,14,0,7,10
2020,281,N,81,653,8,10,9,1,0,6,4,0,9,0
2020,281,R,1038,8075,8,67,46,19,2,25,42,0,32,14
2020,281,SUM,1119,8728,8,77,55,20,2,31,46,0,41,14
2020,282,R,202,1201,6,5,0,5,0,0,5,0,0,0
2020,282,SUM,211,1366,7,5,0,5,0,0,5,0,0,0
2020,283,N,38,226,6,3,3,0,0,0,3,0,0,3
2020,283,R,836,5432,7,25,25,0,0,4,21,0,18,7
2020,283,SUM,875,5658,7,28,28,0,0,4,24,0,18,10
2020,284,N,34,274,8,3,3,0,0,3,0,0,0,3
2020,284,R,283,2203,8,12,5,7,0,9,4,0,4,2
2020,284,SUM,317,2477,8,15,8,7,0,12,4,0,4,5
2020,285,N,48,515,11,3,3,0,0,0,3,0,0,3
2020,285,R,1330,10688,8,88,60,25,4,25,63,0,25,35
2020,285,SUM,1377,11203,8,91,63,25,4,25,66,0,25,38
2020,290,N,25,143,6,3,3,0,0,0,3,0,0,3
2020,290,R,337,2219,7,46,17,29,0,13,33,0,10,7
2020,290,SUM,362,2362,7,49,20,29,0,13,36,0,10,10
2020,291,N,63,422,7,25,9,16,0,0,25,0,6,3
2020,291,R,679,4955,7,130,49,74,6,7,123,0,28,21
2020,291,SUM,741,5377,7,155,58,90,6,7,148,0,34,24
2020,292,N,46,305,7,3,3,0,0,0,3,0,0,3
2020,292,R,1162,8733,8,87,66,21,0,14,73,0,32,34
2020,292,SUM,1208,9038,8,90,69,21,0,14,76,0,32,37
2020,293,N,98,804,8,34,25,9,0,12,21,0,16,9
2020,293,R,1141,8395,7,108,73,35,0,27,81,0,35,38
2020,293,SUM,1239,9199,7,141,98,44,0,40,102,0,51,47
2020,298,N,10,54,6,9,3,3,3,6,3,0,3,0
2020,298,R,278,1887,7,24,14,10,0,0,24,0,7,7
2020,298,SUM,288,1941,7,34,17,13,3,6,28,0,10,7
2020,2XX,N,25,121,5,6,6,0,0,6,0,0,0,6
2020,2XX,R,100,623,6,3,0,3,0,0,3,0,0,0
2020,2XX,SUM,125,744,6,9,6,3,0,6,3,0,0,6
2020,300,N,549,3472,6,184,105,73,6,28,156,0,50,56
2020,300,R,1269,8018,6,277,145,121,10,20,257,7,87,52
2020,300,SUM,1817,11491,6,461,251,194,16,48,413,7,136,108
2020,301,N,97,681,7,22,22,0,0,6,16,0,12,9
2020,301,R,870,5543,6,102,63,39,0,32,70,0,39,25
2020,301,SUM,967,6225,6,124,85,39,0,38,86,0,51,34
2020,302,N,308,2444,8,72,28,44,0,6,66,0,19,9
2020,302,R,778,5814,8,216,66,143,7,11,206,4,48,14
2020,302,SUM,1085,8258,8,288,94,187,7,17,271,4,67,23
2020,309,N,47,193,4,6,6,0,0,3,3,0,3,3
2020,309,R,231,1395,6,51,7,44,0,14,37,0,4,4
2020,309,SUM,278,1588,6,57,13,44,0,17,40,0,7,7
2020,310,N,131,940,7,39,30,9,0,9,30,0,6,24
2020,310,R,615,4805,8,84,67,18,0,18,67,0,35,32
2020,310,SUM,746,5745,8,124,97,27,0,27,97,0,41,56
2020,311,N,182,1042,6,96,53,37,6,16,81,0,19,34
2020,311,R,1462,10160,7,478,179,278,20,31,446,7,70,102
2020,311,SUM,1644,11202,7,574,233,315,26,47,527,7,90,136
2020,312,N,158,1006,6,51,37,11,3,9,42,0,12,25
2020,312,R,1238,7263,6,275,123,148,3,21,254,0,53,70
2020,312,SUM,1397,8269,6,326,160,159,7,30,295,0,65,95
2020,313,N,346,2688,8,123,121,2,0,25,98,0,68,53
2020,313,R,916,6869,8,245,167,77,0,23,222,6,101,60
2020,313,SUM,1262,9557,8,367,288,79,0,48,320,6,170,113
2020,314,N,402,2526,6,131,109,23,0,31,100,0,50,59
2020,314,R,1513,8778,6,527,163,345,20,34,492,0,83,80
2020,314,SUM,1916,11304,6,658,271,367,20,65,593,0,132,139
2020,315,N,403,2718,7,130,96,34,0,31,99,0,34,62
2020,315,R,1180,8000,7,205,131,74,0,39,166,0,93,39
2020,315,SUM,1582,10719,7,335,227,108,0,70,265,0,127,101
2020,316,N,59,367,6,16,16,0,0,6,9,0,9,6
2020,316,R,174,1221,7,46,39,7,0,4,42,0,18,21
2020,316,SUM,233,1588,7,61,54,7,0,10,52,0,27,27
2020,317,N,206,1473,7,57,47,10,0,9,47,0,28,19
2020,317,R,1029,6234,6,242,84,155,4,18,225,0,46,38
2020,317,SUM,1236,7707,6,299,130,165,4,27,272,0,74,57
2020,318,N,100,866,9,18,12,6,0,9,9,0,6,6
2020,318,R,1165,10252,9,150,72,75,4,33,117,10,40,21
2020,318,SUM,1264,11118,9,169,84,81,4,43,126,10,47,27
2020,319,N,180,1390,8,44,28,16,0,9,35,0,16,12
2020,319,R,1281,10895,9,209,122,80,7,11,198,0,87,35
2020,319,SUM,1460,12285,8,253,150,96,7,20,233,0,102,47
2020,320,N,140,1033,7,42,31,11,0,3,39,0,25,6
2020,320,R,912,6437,7,165,88,70,7,28,137,0,67,21
2020,320,SUM,1052,7469,7,207,119,81,7,31,176,0,92,27
2020,321,N,197,1623,8,28,22,6,0,16,12,0,9,12
2020,321,R,839,4992,6,199,74,118,7,68,132,0,42,32
2020,321,SUM,1036,6615,6,227,96,124,7,83,144,0,52,44
2020,322,N,232,1372,6,71,47,25,0,0,71,0,22,25
2020,322,R,758,4431,6,179,77,98,4,11,168,0,59,18
2020,322,SUM,990,5803,6,250,124,123,4,11,239,0,81,42
2020,323,N,271,2035,8,86,53,33,0,19,67,0,19,34
2020,323,R,732,4922,7,125,63,62,0,23,102,0,35,28
2020,323,SUM,1003,6957,7,210,116,95,0,42,169,0,54,62
2020,324,N,383,2866,8,153,78,76,0,19,135,3,47,28
2020,324,R,1105,8002,7,246,126,113,7,28,219,0,81,46
2020,324,SUM,1488,10868,7,400,204,189,7,46,353,3,127,74
2020,325,N,409,3097,8,100,48,48,3,6,93,0,36,12
2020,325,R,1539,9947,7,334,150,174,11,18,317,0,95,55
2020,325,SUM,1948,13044,7,434,198,222,14,24,410,0,131,67
2020,326,N,194,1416,7,57,28,29,0,6,51,0,16,12
2020,326,R,562,3509,6,122,63,56,4,0,122,7,46,11
2020,326,SUM,756,4925,7,179,91,84,4,6,173,7,61,23
2020,327,N,423,2874,7,134,89,42,3,16,119,0,65,24
2020,327,R,1033,7039,7,297,130,156,11,14,283,4,66,61
2020,327,SUM,1456,9913,7,431,219,198,14,30,402,4,131,84
2020,328,N,162,1179,7,43,19,19,6,6,37,0,12,6
2020,328,R,552,3915,7,143,63,76,4,7,136,0,32,28
2020,328,SUM,715,5094,7,186,82,95,10,13,173,0,44,34
2020,329,N,476,3138,7,138,53,79,6,25,113,0,34,19
2020,329,R,1480,9336,6,354,139,191,25,25,329,4,84,51
2020,329,SUM,1956,12473,6,492,191,270,31,49,443,4,118,70
2020,330,N,384,2907,8,76,58,19,0,9,67,0,34,24
2020,330,R,797,5452,7,100,69,28,4,18,83,2,39,28
2020,330,SUM,1181,8359,7,177,126,47,4,27,150,2,73,52
2020,331,N,325,2329,7,62,34,22,6,9,53,0,19,16
2020,331,R,1511,10812,7,215,90,121,4,9,206,0,62,28
2020,331,SUM,1836,13141,7,277,124,143,10,19,259,0,81,44
2020,332,N,261,1895,7,55,37,17,0,19,36,0,28,9
2020,332,R,1098,6646,6,194,87,104,4,28,166,0,51,35
2020,332,SUM,1359,8542,6,248,124,121,4,46,202,0,79,45
2020,333,N,126,709,6,51,27,24,0,3,47,0,24,3
2020,333,R,1007,7120,7,229,105,111,13,25,205,11,67,28
2020,333,SUM,1133,7829,7,280,132,135,13,28,252,11,90,31
2020,334,N,111,854,8,19,6,9,3,3,16,0,6,0
2020,334,R,588,3992,7,50,18,26,6,0,50,0,11,7
2020,334,SUM,699,4846,7,69,24,36,9,3,66,0,17,7
2020,335,N,90,568,6,15,12,3,0,3,12,0,9,3
2020,335,R,1279,11014,9,224,126,95,3,37,187,4,74,49
2020,335,SUM,1369,11582,9,239,139,97,3,40,199,4,83,52
2020,339,N,28,326,12,3,1,2,0,1,2,0,1,0
2020,339,R,705,4751,7,82,33,43,7,20,62,4,13,16
2020,339,SUM,733,5077,7,85,34,45,7,21,65,4,14,16
2020,340,N,216,1427,7,58,31,26,2,3,55,3,19,9
2020,340,R,2203,17613,8,321,162,147,13,30,291,4,108,46
2020,340,SUM,2419,19040,8,380,193,172,15,33,347,7,127,56
2020,341,N,80,722,9,20,19,2,0,6,14,0,3,16
2020,341,R,731,5934,8,100,39,61,0,9,91,0,33,6
2020,341,SUM,811,6657,8,120,58,63,0,15,105,0,36,21
2020,343,N,75,553,7,12,9,3,0,6,6,0,6,3
2020,343,R,1092,8890,8,138,53,86,0,28,110,4,28,21
2020,343,SUM,1167,9443,8,151,62,89,0,34,116,4,34,24
2020,350,N,68,543,8,6,0,6,0,0,6,0,0,0
2020,350,R,832,5771,7,62,53,9,0,7,55,7,35,11
2020,350,SUM,900,6314,7,68,53,15,0,7,61,7,35,11
2020,360,N,526,3847,7,140,89,48,3,22,119,0,49,40
2020,360,R,1755,12327,7,392,174,202,16,42,351,4,97,74
2020,360,SUM,2281,16174,7,533,263,250,19,63,469,4,145,114
2020,361,N,94,681,7,19,16,3,0,3,16,0,12,0
2020,361,R,233,1855,8,29,18,12,0,14,15,0,4,14
2020,361,SUM,327,2536,8,48,33,15,0,17,31,0,16,14
2020,362,N,262,2128,8,85,59,20,6,12,74,0,34,25
2020,362,R,755,5752,8,204,101,97,6,31,173,7,32,62
2020,362,SUM,1017,7880,8,289,160,117,13,43,246,7,66,87
2020,370,N,50,291,6,12,12,0,0,3,9,0,6,6
2020,370,R,618,3987,7,107,46,61,0,7,100,0,32,14
2020,370,SUM,667,4278,6,120,58,61,0,10,109,0,38,20
2020,380,N,182,1174,7,47,30,16,1,3,44,16,5,9
2020,380,R,3072,24058,8,748,297,410,41,55,693,167,48,83
2020,380,SUM,3253,25232,8,795,327,426,42,58,737,182,53,92
2020,388,N,25,153,6,3,3,0,0,0,3,3,0,0
2020,388,R,190,1314,7,46,14,25,7,4,42,7,7,0
2020,388,SUM,216,1466,7,49,17,25,7,4,45,10,7,0
2020,390,N,112,761,7,55,34,21,0,6,48,0,16,19
2020,390,R,840,5524,7,234,98,132,4,25,209,0,39,60
2020,390,SUM,952,6285,7,288,133,152,4,31,257,0,54,78
2020,391,N,271,1785,7,113,93,20,0,21,92,0,47,47
2020,391,R,1671,12583,8,210,91,104,16,27,183,0,53,39
2020,391,SUM,1943,14367,7,323,184,123,16,48,275,0,99,85
2020,392,N,125,829,7,25,25,0,0,9,16,0,12,12
2020,392,R,886,7239,8,103,70,32,0,16,87,0,32,39
2020,392,SUM,1011,8068,8,127,95,32,0,25,103,0,44,51
2020,393,N,375,1929,5,186,131,52,3,43,143,0,40,91
2020,393,R,1502,9544,6,379,214,151,14,52,327,0,112,101
2020,393,SUM,1877,11472,6,565,345,203,17,95,470,0,153,192
2020,3XX,N,91,643,7,19,12,6,0,0,19,0,6,6
2020,3XX,R,295,1915,7,58,21,38,0,7,52,0,14,7
2020,3XX,SUM,387,2559,7,77,33,44,0,7,70,0,20,13
2020,400,N,122,858,7,65,40,24,0,9,55,0,22,19
2020,400,R,142,939,7,26,4,22,0,0,26,0,0,4
2020,400,SUM,264,1797,7,90,44,46,0,9,81,0,22,22
2020,401,N,46,286,6,9,6,3,0,3,6,0,0,6
2020,401,R,383,2299,6,39,10,29,0,4,36,2,0,8
2020,401,SUM,429,2585,6,49,16,32,0,7,42,2,0,14
2020,403,N,15,96,6,3,3,0,0,0,3,0,3,0
2020,403,R,38,256,7,4,0,4,0,0,4,0,0,0
2020,403,SUM,53,352,7,7,3,4,0,0,7,0,3,0
2020,404,N,43,321,8,12,9,3,0,0,12,0,3,6
2020,404,R,126,589,5,11,0,11,0,0,11,0,0,0
2020,404,SUM,168,909,5,23,9,14,0,0,23,0,3,6
2020,405,N,9,63,7,0,0,0,0,0,0,0,0,0
2020,405,R,57,412,7,7,0,7,0,0,7,0,0,0
2020,405,SUM,65,475,7,7,0,7,0,0,7,0,0,0
2020,406,N,19,149,8,3,3,0,0,0,3,0,3,0
2020,406,R,72,313,4,0,0,0,0,0,0,0,0,0
2020,406,SUM,90,462,5,3,3,0,0,0,3,0,3,0
2020,410,N,285,2543,9,107,37,70,0,40,68,5,14,18
2020,410,R,2066,15921,8,843,260,567,16,207,636,18,44,198
2020,410,SUM,2350,18464,8,950,297,637,16,246,704,23,58,217
2020,411,N,281,1842,7,94,37,54,3,21,73,0,9,28
2020,411,R,1695,11665,7,607,307,284,15,162,445,28,76,203
2020,411,SUM,1976,13506,7,700,345,338,18,183,518,28,85,231
2020,412,N,74,606,8,20,11,9,0,3,17,0,7,5
2020,412,R,556,3941,7,155,84,70,0,21,133,7,11,62
2020,412,SUM,630,4548,7,175,95,79,0,24,151,7,18,67
2020,413,N,141,1152,8,31,28,3,0,16,16,3,6,19
2020,413,R,767,4633,6,110,53,54,4,25,85,7,21,25
2020,413,SUM,908,5785,6,141,81,57,4,40,101,10,27,43
2020,415,N,5,37,8,0,0,0,0,0,0,0,0,0
2020,415,R,157,923,6,11,0,11,0,0,11,0,0,0
2020,415,SUM,162,960,6,11,0,11,0,0,11,0,0,0
2020,416,N,505,3769,8,130,71,52,6,25,105,6,31,34
2020,416,R,1125,6777,6,235,128,104,4,41,194,6,42,81
2020,416,SUM,1629,10546,7,365,199,156,10,66,299,12,73,115
2020,417,N,108,641,6,54,30,24,0,7,48,0,3,27
2020,417,R,703,4692,7,280,142,135,4,44,237,4,33,106
2020,417,SUM,811,5333,7,334,172,159,4,50,284,4,36,132
2020,418,N,100,715,7,28,22,6,0,6,22,0,12,9
2020,418,R,231,1231,5,72,34,37,1,7,65,0,23,11
2020,418,SUM,331,1946,6,100,56,43,1,13,87,0,36,20
2020,419,N,22,118,5,12,3,8,0,3,8,0,3,0
2020,419,R,130,712,6,18,7,11,0,0,18,7,0,0
2020,419,SUM,152,830,6,29,10,19,0,3,26,7,3,0
2020,420,N,52,363,7,3,0,3,0,0,3,0,0,0
2020,420,R,280,1784,6,36,18,16,2,7,29,4,4,10
2020,420,SUM,332,2147,7,39,18,19,2,7,32,4,4,10
2020,421,N,50,378,8,16,16,0,0,3,12,0,0,16
2020,421,R,286,1938,7,74,39,29,6,9,64,0,25,14
2020,421,SUM,335,2316,7,89,54,29,6,12,77,0,25,30
2020,422,N,92,475,5,49,22,25,2,9,40,3,6,12
2020,422,R,425,2633,6,96,35,61,0,7,89,7,11,18
2020,422,SUM,517,3108,6,145,57,85,2,16,129,10,17,30
2020,423,N,51,257,5,25,25,0,0,3,22,0,9,16
2020,423,R,298,1683,6,50,18,33,0,0,50,0,4,14
2020,423,SUM,349,1940,6,75,43,33,0,3,72,0,13,30
2020,424,N,25,127,5,6,3,3,0,0,6,0,3,0
2020,424,R,203,1576,8,27,18,9,0,4,23,0,7,11
2020,424,SUM,228,1703,8,33,21,12,0,4,30,0,10,11
2020,425,N,115,679,6,25,12,9,3,12,12,0,6,6
2020,425,R,390,2477,6,53,24,26,4,6,47,0,14,10
2020,425,SUM,505,3156,6,78,36,35,7,18,60,0,20,16
2020,426,N,51,359,7,3,3,0,0,0,3,0,0,3
2020,426,R,325,2378,7,87,36,48,4,7,80,4,0,32
2020,426,SUM,377,2737,7,90,39,48,4,7,83,4,0,35
2020,432,N,117,865,7,22,12,9,0,3,19,3,3,6
2020,432,R,769,4953,6,132,80,47,6,21,111,11,45,25
2020,432,SUM,886,5818,7,154,92,56,6,24,130,14,48,31
2020,441,N,13,162,13,3,3,0,0,0,3,0,3,0
2020,441,R,438,3138,7,66,24,42,0,11,56,0,10,14
2020,441,SUM,451,3300,7,69,27,42,0,11,59,0,13,14
2020,442,N,113,780,7,16,12,3,0,3,12,0,0,12
2020,442,R,578,3275,6,88,55,25,7,11,77,0,21,34
2020,442,SUM,690,4055,6,103,68,29,7,14,90,0,21,47
2020,444,N,36,231,7,9,9,0,0,0,9,0,0,9
2020,444,R,154,801,5,13,4,9,0,4,9,0,4,0
2020,444,SUM,190,1033,5,22,13,9,0,4,18,0,4,9
2020,445,N,172,1001,6,77,65,12,0,12,65,3,16,47
2020,445,R,622,3631,6,234,78,149,7,37,197,0,21,57
2020,445,SUM,794,4632,6,311,143,161,7,50,262,3,37,104
2020,446,N,348,2171,6,144,96,48,0,34,110,0,47,49
